,ndc9,filename,is_ref,is_front,ndc,splshape,splshape_text,splimprint,splcolor_text,rxstring,filepath
3100,504580551,1999.jpg,FALSE,TRUE,50458055101,C48345,OVAL,PAL;6,BROWN,24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504580551/1999.jpg
3101,504580551,4592.jpg,FALSE,TRUE,50458055101,C48345,OVAL,PAL;6,BROWN,24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504580551/4592.jpg
3102,7815184,2756.jpg,FALSE,FALSE,781518401,C48336,CAPSULE,100;GG;335,YELLOW,levothyroxine sodium 0.1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815184/2756.jpg
3103,7815184,302.jpg,FALSE,TRUE,781518401,C48336,CAPSULE,100;GG;335,YELLOW,levothyroxine sodium 0.1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815184/302.jpg
3104,7815184,3898.jpg,FALSE,TRUE,781518401,C48336,CAPSULE,100;GG;335,YELLOW,levothyroxine sodium 0.1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815184/3898.jpg
3105,7815184,545.jpg,FALSE,FALSE,781518401,C48336,CAPSULE,100;GG;335,YELLOW,levothyroxine sodium 0.1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815184/545.jpg
3106,937304,1159.jpg,FALSE,TRUE,93730465,C48348,ROUND,93;7304,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937304/1159.jpg
3107,937304,4427.jpg,FALSE,FALSE,93730465,C48348,ROUND,93;7304,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937304/4427.jpg
3108,937304,2396.jpg,FALSE,TRUE,93730465,C48348,ROUND,93;7304,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937304/2396.jpg
3109,937304,3897.jpg,FALSE,FALSE,93730465,C48348,ROUND,93;7304,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937304/3897.jpg
3110,937304,169.jpg,FALSE,TRUE,93730465,C48348,ROUND,93;7304,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937304/169.jpg
3111,633040693,473.jpg,FALSE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/473.jpg
3112,633040693,1540.jpg,FALSE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/1540.jpg
3113,633040693,3299.jpg,FALSE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/3299.jpg
3114,633040693,1492.jpg,FALSE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/1492.jpg
3115,633040693,606.jpg,FALSE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/606.jpg
3116,678770147,1692.jpg,FALSE,TRUE,67877014701,C48336,CAPSULE,30mg;Novel123,WHITE,temazepam 30 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/678770147/1692.jpg
3117,678770147,2865.jpg,FALSE,TRUE,67877014701,C48336,CAPSULE,30mg;Novel123,WHITE,temazepam 30 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/678770147/2865.jpg
3118,525440291,187.jpg,FALSE,FALSE,52544029128,C48348,ROUND,Watson;50;30,BLUE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/525440291/187.jpg
3119,525440291,4656.jpg,FALSE,TRUE,52544029128,C48348,ROUND,Watson;50;30,BLUE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/525440291/4656.jpg
3120,525440291,2195.jpg,FALSE,TRUE,52544029128,C48348,ROUND,Watson;50;30,BLUE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/525440291/2195.jpg
3121,658620012,1655.jpg,FALSE,FALSE,65862001230,C48336,CAPSULE,A;1;7,BLUE,sertraline 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620012/1655.jpg
3122,658620012,1350.jpg,FALSE,FALSE,65862001230,C48336,CAPSULE,A;1;7,BLUE,sertraline 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620012/1350.jpg
3123,658620012,2762.jpg,FALSE,TRUE,65862001230,C48336,CAPSULE,A;1;7,BLUE,sertraline 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620012/2762.jpg
3124,658620012,2081.jpg,FALSE,TRUE,65862001230,C48336,CAPSULE,A;1;7,BLUE,sertraline 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620012/2081.jpg
3125,658620012,1932.jpg,FALSE,FALSE,65862001230,C48336,CAPSULE,A;1;7,BLUE,sertraline 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620012/1932.jpg
3126,930537,4802.jpg,FALSE,TRUE,93053701,C48345,OVAL,93;537,WHITE,Naproxen sodium 550 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930537/4802.jpg
3127,930537,1968.jpg,FALSE,FALSE,93053701,C48345,OVAL,93;537,WHITE,Naproxen sodium 550 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930537/1968.jpg
3128,930537,461.jpg,FALSE,FALSE,93053701,C48345,OVAL,93;537,WHITE,Naproxen sodium 550 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930537/461.jpg
3129,930537,3324.jpg,FALSE,FALSE,93053701,C48345,OVAL,93;537,WHITE,Naproxen sodium 550 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930537/3324.jpg
3130,930537,1767.jpg,FALSE,FALSE,93053701,C48345,OVAL,93;537,WHITE,Naproxen sodium 550 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930537/1767.jpg
3131,501110518,4925.jpg,FALSE,TRUE,50111051801,C48345,OVAL,PLIVA;518,WHITE,theophylline 450 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110518/4925.jpg
3132,501110518,2790.jpg,FALSE,FALSE,50111051801,C48345,OVAL,PLIVA;518,WHITE,theophylline 450 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110518/2790.jpg
3133,501110518,906.jpg,FALSE,TRUE,50111051801,C48345,OVAL,PLIVA;518,WHITE,theophylline 450 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/501110518/906.jpg
3134,935215,4849.jpg,FALSE,TRUE,93521501,C48345,OVAL,9;3;5215,YELLOW,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935215/4849.jpg
3135,935215,349.jpg,FALSE,FALSE,93521501,C48345,OVAL,9;3;5215,YELLOW,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935215/349.jpg
3136,935215,2835.jpg,FALSE,TRUE,93521501,C48345,OVAL,9;3;5215,YELLOW,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935215/2835.jpg
3137,935215,231.jpg,FALSE,FALSE,93521501,C48345,OVAL,9;3;5215,YELLOW,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935215/231.jpg
3138,1725413,771.jpg,FALSE,TRUE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/771.jpg
3139,1725413,4786.jpg,FALSE,TRUE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/4786.jpg
3140,1725413,727.jpg,FALSE,TRUE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/727.jpg
3141,1725413,1017.jpg,FALSE,FALSE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/1017.jpg
3142,1725413,4743.jpg,FALSE,FALSE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/4743.jpg
3143,1725413,4775.jpg,FALSE,TRUE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/4775.jpg
3144,1725413,2760.jpg,FALSE,FALSE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/2760.jpg
3145,1725413,2025.jpg,FALSE,TRUE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/2025.jpg
3146,1725413,4263.jpg,FALSE,FALSE,172541346,C48345,OVAL,5413;200,PINK,fluconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001725413/4263.jpg
3147,931005,465.jpg,FALSE,FALSE,93100501,C48345,OVAL,93;5,WHITE,naproxen 375 MG Delayed Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931005/465.jpg
3148,931005,1276.jpg,FALSE,TRUE,93100501,C48345,OVAL,93;5,WHITE,naproxen 375 MG Delayed Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931005/1276.jpg
3149,931005,288.jpg,FALSE,TRUE,93100501,C48345,OVAL,93;5,WHITE,naproxen 375 MG Delayed Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931005/288.jpg
3150,931005,4165.jpg,FALSE,FALSE,93100501,C48345,OVAL,93;5,WHITE,naproxen 375 MG Delayed Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931005/4165.jpg
3151,931005,1212.jpg,FALSE,TRUE,93100501,C48345,OVAL,93;5,WHITE,naproxen 375 MG Delayed Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931005/1212.jpg
3152,745182,57.jpg,FALSE,FALSE,74518219,C48348,ROUND,SYNTHROID;75,PURPLE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000745182/57.jpg
3153,745182,3099.jpg,FALSE,TRUE,74518219,C48348,ROUND,SYNTHROID;75,PURPLE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000745182/3099.jpg
3154,745182,451.jpg,FALSE,FALSE,74518219,C48348,ROUND,SYNTHROID;75,PURPLE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000745182/451.jpg
3155,745182,3217.jpg,FALSE,FALSE,74518219,C48348,ROUND,SYNTHROID;75,PURPLE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000745182/3217.jpg
3156,930926,3347.jpg,FALSE,TRUE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/3347.jpg
3157,930926,1786.jpg,FALSE,TRUE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/1786.jpg
3158,930926,2938.jpg,FALSE,TRUE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/2938.jpg
3159,930926,4105.jpg,FALSE,FALSE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/4105.jpg
3160,930926,951.jpg,FALSE,FALSE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/951.jpg
3161,504190488,4807.jpg,FALSE,FALSE,50419048858,C48348,ROUND,200,RED,sorafenib 200 MG Oral Tablet [Nexavar],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504190488/4807.jpg
3162,504190488,1361.jpg,FALSE,FALSE,50419048858,C48348,ROUND,200,RED,sorafenib 200 MG Oral Tablet [Nexavar],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504190488/1361.jpg
3163,504190488,4458.jpg,FALSE,TRUE,50419048858,C48348,ROUND,200,RED,sorafenib 200 MG Oral Tablet [Nexavar],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504190488/4458.jpg
3164,504190488,246.jpg,FALSE,TRUE,50419048858,C48348,ROUND,200,RED,sorafenib 200 MG Oral Tablet [Nexavar],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504190488/246.jpg
3165,504190488,2429.jpg,FALSE,FALSE,50419048858,C48348,ROUND,200,RED,sorafenib 200 MG Oral Tablet [Nexavar],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/504190488/2429.jpg
3166,930051,2629.jpg,FALSE,TRUE,93005101,C48345,OVAL,TV;51,WHITE,carvedilol 3.125 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930051/2629.jpg
3167,930051,3375.jpg,FALSE,TRUE,93005101,C48345,OVAL,TV;51,WHITE,carvedilol 3.125 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930051/3375.jpg
3168,930051,1741.jpg,FALSE,TRUE,93005101,C48345,OVAL,TV;51,WHITE,carvedilol 3.125 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930051/1741.jpg
3169,930051,4961.jpg,FALSE,FALSE,93005101,C48345,OVAL,TV;51,WHITE,carvedilol 3.125 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930051/4961.jpg
3170,930051,633.jpg,FALSE,FALSE,93005101,C48345,OVAL,TV;51,WHITE,carvedilol 3.125 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930051/633.jpg
3171,231550062,1106.jpg,FALSE,TRUE,23155006201,C48336,CAPSULE,L107,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/231550062/1106.jpg
3172,231550062,2292.jpg,FALSE,TRUE,23155006201,C48336,CAPSULE,L107,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/231550062/2292.jpg
3173,231550062,642.jpg,FALSE,FALSE,23155006201,C48336,CAPSULE,L107,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/231550062/642.jpg
3174,231550062,1599.jpg,FALSE,TRUE,23155006201,C48336,CAPSULE,L107,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/231550062/1599.jpg
3175,231550062,4854.jpg,FALSE,TRUE,23155006201,C48336,CAPSULE,L107,WHITE,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/231550062/4854.jpg
3176,665820313,1232.jpg,FALSE,TRUE,66582031331,C48345,OVAL,313,WHITE,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/665820313/1232.jpg
3177,665820313,4596.jpg,FALSE,FALSE,66582031331,C48345,OVAL,313,WHITE,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/665820313/4596.jpg
3178,5550882,4314.jpg,FALSE,TRUE,555088202,C48336,CAPSULE,barr;882,PURPLE;PINK,hydroxyurea 500 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550882/4314.jpg
3179,5550882,4021.jpg,FALSE,TRUE,555088202,C48336,CAPSULE,barr;882,PURPLE;PINK,hydroxyurea 500 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550882/4021.jpg
3180,5550882,3992.jpg,FALSE,TRUE,555088202,C48336,CAPSULE,barr;882,PURPLE;PINK,hydroxyurea 500 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550882/3992.jpg
3181,5550882,4135.jpg,FALSE,TRUE,555088202,C48336,CAPSULE,barr;882,PURPLE;PINK,hydroxyurea 500 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550882/4135.jpg
3182,5550882,3391.jpg,FALSE,TRUE,555088202,C48336,CAPSULE,barr;882,PURPLE;PINK,hydroxyurea 500 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550882/3391.jpg
3183,672530902,515.jpg,FALSE,TRUE,67253090210,C48345,OVAL,S902,GREEN,alprazolam 1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/672530902/515.jpg
3184,672530902,3515.jpg,FALSE,FALSE,67253090210,C48345,OVAL,S902,GREEN,alprazolam 1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/672530902/3515.jpg
3185,672530902,1054.jpg,FALSE,TRUE,67253090210,C48345,OVAL,S902,GREEN,alprazolam 1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/672530902/1054.jpg
3186,5550925,4046.jpg,FALSE,TRUE,555092502,C48345,OVAL,925;3;barr,BROWN,warfarin sodium 3 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550925/4046.jpg
3187,5550925,2803.jpg,FALSE,FALSE,555092502,C48345,OVAL,925;3;barr,BROWN,warfarin sodium 3 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550925/2803.jpg
3188,5550925,2510.jpg,FALSE,TRUE,555092502,C48345,OVAL,925;3;barr,BROWN,warfarin sodium 3 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550925/2510.jpg
3189,5550925,4660.jpg,FALSE,TRUE,555092502,C48345,OVAL,925;3;barr,BROWN,warfarin sodium 3 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550925/4660.jpg
3190,5550925,3384.jpg,FALSE,TRUE,555092502,C48345,OVAL,925;3;barr,BROWN,warfarin sodium 3 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005550925/3384.jpg
3191,540109,3635.jpg,FALSE,FALSE,54010925,C48336,CAPSULE,54;602,BLUE,ramipril 10 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000540109/3635.jpg
3192,540109,289.jpg,FALSE,TRUE,54010925,C48336,CAPSULE,54;602,BLUE,ramipril 10 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000540109/289.jpg
3193,540109,1568.jpg,FALSE,TRUE,54010925,C48336,CAPSULE,54;602,BLUE,ramipril 10 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000540109/1568.jpg
3194,8321024,1652.jpg,FALSE,FALSE,832102400,C48348,ROUND,BAC;10;832,WHITE,baclofen 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/008321024/1652.jpg
3195,935207,134.jpg,FALSE,FALSE,93520701,C48348,ROUND,G342,PINK,24 HR oxybutynin chloride 10 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935207/134.jpg
3196,935207,11.jpg,FALSE,FALSE,93520701,C48348,ROUND,G342,PINK,24 HR oxybutynin chloride 10 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935207/11.jpg
3197,937493,3060.jpg,FALSE,FALSE,93749306,C48345,OVAL,9;3;7493,WHITE,Levetiracetam 1000 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937493/3060.jpg
3198,937493,1377.jpg,FALSE,FALSE,93749306,C48345,OVAL,9;3;7493,WHITE,Levetiracetam 1000 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937493/1377.jpg
3199,937493,3880.jpg,FALSE,FALSE,93749306,C48345,OVAL,9;3;7493,WHITE,Levetiracetam 1000 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937493/3880.jpg
3200,937493,1128.jpg,FALSE,TRUE,93749306,C48345,OVAL,9;3;7493,WHITE,Levetiracetam 1000 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937493/1128.jpg
3201,937493,1776.jpg,FALSE,TRUE,93749306,C48345,OVAL,9;3;7493,WHITE,Levetiracetam 1000 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937493/1776.jpg
3202,935768,2770.jpg,FALSE,TRUE,93576856,C48348,ROUND,TEVA;5768,WHITE,olanzapine 5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935768/2770.jpg
3203,935768,2300.jpg,FALSE,FALSE,93576856,C48348,ROUND,TEVA;5768,WHITE,olanzapine 5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935768/2300.jpg
3204,935768,847.jpg,FALSE,TRUE,93576856,C48348,ROUND,TEVA;5768,WHITE,olanzapine 5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935768/847.jpg
3205,935768,2782.jpg,FALSE,TRUE,93576856,C48348,ROUND,TEVA;5768,WHITE,olanzapine 5 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935768/2782.jpg
3206,516724016,3974.jpg,FALSE,FALSE,51672401601,C48336,CAPSULE,ETO;200;MG,PINK,etodolac 200 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/516724016/3974.jpg
3207,1730556,2930.jpg,FALSE,TRUE,173055602,C48348,ROUND,ZYBAN;150,PURPLE,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001730556/2930.jpg
3208,1730556,4038.jpg,FALSE,TRUE,173055602,C48348,ROUND,ZYBAN;150,PURPLE,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001730556/4038.jpg
3209,1730556,1905.jpg,FALSE,TRUE,173055602,C48348,ROUND,ZYBAN;150,PURPLE,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001730556/1905.jpg
3210,1730556,2535.jpg,FALSE,TRUE,173055602,C48348,ROUND,ZYBAN;150,PURPLE,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001730556/2535.jpg
3211,1730556,3249.jpg,FALSE,FALSE,173055602,C48348,ROUND,ZYBAN;150,PURPLE,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Zyban],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001730556/3249.jpg
3212,935061,591.jpg,FALSE,FALSE,93506101,C48348,ROUND,TV;308,WHITE,hydroxyzine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935061/591.jpg
3213,935061,3505.jpg,FALSE,TRUE,93506101,C48348,ROUND,TV;308,WHITE,hydroxyzine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935061/3505.jpg
3214,935061,2541.jpg,FALSE,FALSE,93506101,C48348,ROUND,TV;308,WHITE,hydroxyzine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935061/2541.jpg
3215,935061,1359.jpg,FALSE,TRUE,93506101,C48348,ROUND,TV;308,WHITE,hydroxyzine hydrochloride 25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935061/1359.jpg
